source_pkg,source_pkg_go_version,source_pkg_origin,source_func,source_func_name,source_func_signature,target_pkg,target_pkg_go_version,target_pkg_origin,target_func,target_func_name,target_func_signature
github.com/picatz/taint/callgraphutil,go1.24.4,github.com,github.com/picatz/taint/callgraphutil.NewVulncheckCallGraph,NewVulncheckCallGraph,"func(ctx context.Context, prog *golang.org/x/tools/go/ssa.Program, entries []*golang.org/x/tools/go/ssa.Function) (*golang.org/x/tools/go/callgraph.Graph, error)",github.com/picatz/taint/callgraphutil,go1.24.4,github.com,github.com/picatz/taint/callgraphutil.forwardSlice,forwardSlice,"func(sources map[*golang.org/x/tools/go/ssa.Function]bool, cg *golang.org/x/tools/go/callgraph.Graph) map[*golang.org/x/tools/go/ssa.Function]bool"
github.com/picatz/taint/callgraphutil,go1.24.4,github.com,github.com/picatz/taint/callgraphutil.NewVulncheckCallGraph,NewVulncheckCallGraph,"func(ctx context.Context, prog *golang.org/x/tools/go/ssa.Program, entries []*golang.org/x/tools/go/ssa.Function) (*golang.org/x/tools/go/callgraph.Graph, error)",github.com/picatz/taint/callgraphutil,go1.24.4,github.com,github.com/picatz/taint/callgraphutil.pruneSet,pruneSet,"func(set map[*golang.org/x/tools/go/ssa.Function]bool, toPrune map[*golang.org/x/tools/go/ssa.Function]bool)"
github.com/picatz/taint/callgraphutil,go1.24.4,github.com,github.com/picatz/taint/callgraphutil.NewVulncheckCallGraph,NewVulncheckCallGraph,"func(ctx context.Context, prog *golang.org/x/tools/go/ssa.Program, entries []*golang.org/x/tools/go/ssa.Function) (*golang.org/x/tools/go/callgraph.Graph, error)",unknown,go1.25.0,stdlib,(context.Context).Err,Err,func() error
github.com/picatz/taint/callgraphutil,go1.24.4,github.com,github.com/picatz/taint/callgraphutil.NewVulncheckCallGraph,NewVulncheckCallGraph,"func(ctx context.Context, prog *golang.org/x/tools/go/ssa.Program, entries []*golang.org/x/tools/go/ssa.Function) (*golang.org/x/tools/go/callgraph.Graph, error)",golang.org/x/tools/go/callgraph/vta,go1.23.0,golang.org,golang.org/x/tools/go/callgraph/vta.CallGraph,CallGraph,"func(funcs map[*golang.org/x/tools/go/ssa.Function]bool, initial *golang.org/x/tools/go/callgraph.Graph) *golang.org/x/tools/go/callgraph.Graph"
github.com/picatz/taint/callgraphutil,go1.24.4,github.com,github.com/picatz/taint/callgraphutil.NewVulncheckCallGraph,NewVulncheckCallGraph,"func(ctx context.Context, prog *golang.org/x/tools/go/ssa.Program, entries []*golang.org/x/tools/go/ssa.Function) (*golang.org/x/tools/go/callgraph.Graph, error)",golang.org/x/tools/go/callgraph,go1.23.0,golang.org,(*golang.org/x/tools/go/callgraph.Graph).DeleteSyntheticNodes,DeleteSyntheticNodes,func()
github.com/picatz/taint/callgraphutil,go1.24.4,github.com,github.com/picatz/taint/callgraphutil.NewVulncheckCallGraph,NewVulncheckCallGraph,"func(ctx context.Context, prog *golang.org/x/tools/go/ssa.Program, entries []*golang.org/x/tools/go/ssa.Function) (*golang.org/x/tools/go/callgraph.Graph, error)",unknown,go1.25.0,stdlib,(context.Context).Err,Err,func() error
github.com/picatz/taint/callgraphutil,go1.24.4,github.com,github.com/picatz/taint/callgraphutil.NewVulncheckCallGraph,NewVulncheckCallGraph,"func(ctx context.Context, prog *golang.org/x/tools/go/ssa.Program, entries []*golang.org/x/tools/go/ssa.Function) (*golang.org/x/tools/go/callgraph.Graph, error)",unknown,go1.25.0,stdlib,(context.Context).Err,Err,func() error
github.com/picatz/taint/callgraphutil,go1.24.4,github.com,github.com/picatz/taint/callgraphutil.NewVulncheckCallGraph,NewVulncheckCallGraph,"func(ctx context.Context, prog *golang.org/x/tools/go/ssa.Program, entries []*golang.org/x/tools/go/ssa.Function) (*golang.org/x/tools/go/callgraph.Graph, error)",unknown,go1.25.0,stdlib,(context.Context).Err,Err,func() error
github.com/picatz/taint/callgraphutil,go1.24.4,github.com,github.com/picatz/taint/callgraphutil.checkBlockInstruction,checkBlockInstruction,"func(root *golang.org/x/tools/go/ssa.Function, allFns map[*golang.org/x/tools/go/ssa.Function]bool, g *golang.org/x/tools/go/callgraph.Graph, fn *golang.org/x/tools/go/ssa.Function, instr golang.org/x/tools/go/ssa.Instruction, walkFn func(*golang.org/x/tools/go/ssa.Function) error) error",golang.org/x/tools/go/ssa,go1.23.0,golang.org,(*golang.org/x/tools/go/ssa.register).Type,Type,func() go/types.Type
github.com/picatz/taint/callgraphutil,go1.24.4,github.com,github.com/picatz/taint/callgraphutil.checkBlockInstruction,checkBlockInstruction,"func(root *golang.org/x/tools/go/ssa.Function, allFns map[*golang.org/x/tools/go/ssa.Function]bool, g *golang.org/x/tools/go/callgraph.Graph, fn *golang.org/x/tools/go/ssa.Function, instr golang.org/x/tools/go/ssa.Instruction, walkFn func(*golang.org/x/tools/go/ssa.Function) error) error",unknown,go1.25.0,stdlib,(go/types.Type).Underlying,Underlying,func() go/types.Type
github.com/picatz/taint/callgraphutil,go1.24.4,github.com,github.com/picatz/taint/callgraphutil.checkBlockInstruction,checkBlockInstruction,"func(root *golang.org/x/tools/go/ssa.Function, allFns map[*golang.org/x/tools/go/ssa.Function]bool, g *golang.org/x/tools/go/callgraph.Graph, fn *golang.org/x/tools/go/ssa.Function, instr golang.org/x/tools/go/ssa.Instruction, walkFn func(*golang.org/x/tools/go/ssa.Function) error) error",go/types,go1.25.0,stdlib,(*go/types.Interface).NumMethods,NumMethods,func() int
github.com/picatz/taint/callgraphutil,go1.24.4,github.com,github.com/picatz/taint/callgraphutil.checkBlockInstruction,checkBlockInstruction,"func(root *golang.org/x/tools/go/ssa.Function, allFns map[*golang.org/x/tools/go/ssa.Function]bool, g *golang.org/x/tools/go/callgraph.Graph, fn *golang.org/x/tools/go/ssa.Function, instr golang.org/x/tools/go/ssa.Instruction, walkFn func(*golang.org/x/tools/go/ssa.Function) error) error",go/types,go1.25.0,stdlib,(*go/types.Interface).Method,Method,func(i int) *go/types.Func
github.com/picatz/taint/callgraphutil,go1.24.4,github.com,github.com/picatz/taint/callgraphutil.checkBlockInstruction,checkBlockInstruction,"func(root *golang.org/x/tools/go/ssa.Function, allFns map[*golang.org/x/tools/go/ssa.Function]bool, g *golang.org/x/tools/go/callgraph.Graph, fn *golang.org/x/tools/go/ssa.Function, instr golang.org/x/tools/go/ssa.Instruction, walkFn func(*golang.org/x/tools/go/ssa.Function) error) error",go/types,go1.25.0,stdlib,(*go/types.Func).Pkg,Pkg,func() *go/types.Package
github.com/picatz/taint/callgraphutil,go1.24.4,github.com,github.com/picatz/taint/callgraphutil.checkBlockInstruction,checkBlockInstruction,"func(root *golang.org/x/tools/go/ssa.Function, allFns map[*golang.org/x/tools/go/ssa.Function]bool, g *golang.org/x/tools/go/callgraph.Graph, fn *golang.org/x/tools/go/ssa.Function, instr golang.org/x/tools/go/ssa.Instruction, walkFn func(*golang.org/x/tools/go/ssa.Function) error) error",go/types,go1.25.0,stdlib,(*go/types.Func).Pkg,Pkg,func() *go/types.Package
github.com/picatz/taint/callgraphutil,go1.24.4,github.com,github.com/picatz/taint/callgraphutil.checkBlockInstruction,checkBlockInstruction,"func(root *golang.org/x/tools/go/ssa.Function, allFns map[*golang.org/x/tools/go/ssa.Function]bool, g *golang.org/x/tools/go/callgraph.Graph, fn *golang.org/x/tools/go/ssa.Function, instr golang.org/x/tools/go/ssa.Instruction, walkFn func(*golang.org/x/tools/go/ssa.Function) error) error",go/types,go1.25.0,stdlib,(*go/types.Package).Path,Path,func() string
github.com/picatz/taint/callgraphutil,go1.24.4,github.com,github.com/picatz/taint/callgraphutil.checkBlockInstruction,checkBlockInstruction,"func(root *golang.org/x/tools/go/ssa.Function, allFns map[*golang.org/x/tools/go/ssa.Function]bool, g *golang.org/x/tools/go/callgraph.Graph, fn *golang.org/x/tools/go/ssa.Function, instr golang.org/x/tools/go/ssa.Instruction, walkFn func(*golang.org/x/tools/go/ssa.Function) error) error",golang.org/x/tools/go/ssa,go1.23.0,golang.org,(*golang.org/x/tools/go/ssa.Program).ImportedPackage,ImportedPackage,func(path string) *golang.org/x/tools/go/ssa.Package
github.com/picatz/taint/callgraphutil,go1.24.4,github.com,github.com/picatz/taint/callgraphutil.checkBlockInstruction,checkBlockInstruction,"func(root *golang.org/x/tools/go/ssa.Function, allFns map[*golang.org/x/tools/go/ssa.Function]bool, g *golang.org/x/tools/go/callgraph.Graph, fn *golang.org/x/tools/go/ssa.Function, instr golang.org/x/tools/go/ssa.Instruction, walkFn func(*golang.org/x/tools/go/ssa.Function) error) error",go/types,go1.25.0,stdlib,(*go/types.object).Name,Name,func() string
github.com/picatz/taint/callgraphutil,go1.24.4,github.com,github.com/picatz/taint/callgraphutil.checkBlockInstruction,checkBlockInstruction,"func(root *golang.org/x/tools/go/ssa.Function, allFns map[*golang.org/x/tools/go/ssa.Function]bool, g *golang.org/x/tools/go/callgraph.Graph, fn *golang.org/x/tools/go/ssa.Function, instr golang.org/x/tools/go/ssa.Instruction, walkFn func(*golang.org/x/tools/go/ssa.Function) error) error",golang.org/x/tools/go/ssa,go1.23.0,golang.org,(*golang.org/x/tools/go/ssa.Package).Func,Func,func(name string) (f *golang.org/x/tools/go/ssa.Function)
github.com/picatz/taint/callgraphutil,go1.24.4,github.com,github.com/picatz/taint/callgraphutil.checkBlockInstruction,checkBlockInstruction,"func(root *golang.org/x/tools/go/ssa.Function, allFns map[*golang.org/x/tools/go/ssa.Function]bool, g *golang.org/x/tools/go/callgraph.Graph, fn *golang.org/x/tools/go/ssa.Function, instr golang.org/x/tools/go/ssa.Instruction, walkFn func(*golang.org/x/tools/go/ssa.Function) error) error",go/types,go1.25.0,stdlib,(*go/types.object).Name,Name,func() string
github.com/picatz/taint/callgraphutil,go1.24.4,github.com,github.com/picatz/taint/callgraphutil.checkBlockInstruction,checkBlockInstruction,"func(root *golang.org/x/tools/go/ssa.Function, allFns map[*golang.org/x/tools/go/ssa.Function]bool, g *golang.org/x/tools/go/callgraph.Graph, fn *golang.org/x/tools/go/ssa.Function, instr golang.org/x/tools/go/ssa.Instruction, walkFn func(*golang.org/x/tools/go/ssa.Function) error) error",go/types,go1.25.0,stdlib,(*go/types.object).Type,Type,func() go/types.Type
github.com/picatz/taint/callgraphutil,go1.24.4,github.com,github.com/picatz/taint/callgraphutil.checkBlockInstruction,checkBlockInstruction,"func(root *golang.org/x/tools/go/ssa.Function, allFns map[*golang.org/x/tools/go/ssa.Function]bool, g *golang.org/x/tools/go/callgraph.Graph, fn *golang.org/x/tools/go/ssa.Function, instr golang.org/x/tools/go/ssa.Instruction, walkFn func(*golang.org/x/tools/go/ssa.Function) error) error",golang.org/x/tools/go/ssa,go1.23.0,golang.org,(*golang.org/x/tools/go/ssa.Program).NewFunction,NewFunction,"func(name string, sig *go/types.Signature, provenance string) *golang.org/x/tools/go/ssa.Function"
github.com/picatz/taint/callgraphutil,go1.24.4,github.com,github.com/picatz/taint/callgraphutil.checkBlockInstruction,checkBlockInstruction,"func(root *golang.org/x/tools/go/ssa.Function, allFns map[*golang.org/x/tools/go/ssa.Function]bool, g *golang.org/x/tools/go/callgraph.Graph, fn *golang.org/x/tools/go/ssa.Function, instr golang.org/x/tools/go/ssa.Instruction, walkFn func(*golang.org/x/tools/go/ssa.Function) error) error",golang.org/x/tools/go/callgraph,go1.23.0,golang.org,(*golang.org/x/tools/go/callgraph.Graph).CreateNode,CreateNode,func(fn *golang.org/x/tools/go/ssa.Function) *golang.org/x/tools/go/callgraph.Node
github.com/picatz/taint/callgraphutil,go1.24.4,github.com,github.com/picatz/taint/callgraphutil.checkBlockInstruction,checkBlockInstruction,"func(root *golang.org/x/tools/go/ssa.Function, allFns map[*golang.org/x/tools/go/ssa.Function]bool, g *golang.org/x/tools/go/callgraph.Graph, fn *golang.org/x/tools/go/ssa.Function, instr golang.org/x/tools/go/ssa.Instruction, walkFn func(*golang.org/x/tools/go/ssa.Function) error) error",golang.org/x/tools/go/callgraph,go1.23.0,golang.org,(*golang.org/x/tools/go/callgraph.Graph).CreateNode,CreateNode,func(fn *golang.org/x/tools/go/ssa.Function) *golang.org/x/tools/go/callgraph.Node
github.com/picatz/taint/callgraphutil,go1.24.4,github.com,github.com/picatz/taint/callgraphutil.checkBlockInstruction,checkBlockInstruction,"func(root *golang.org/x/tools/go/ssa.Function, allFns map[*golang.org/x/tools/go/ssa.Function]bool, g *golang.org/x/tools/go/callgraph.Graph, fn *golang.org/x/tools/go/ssa.Function, instr golang.org/x/tools/go/ssa.Instruction, walkFn func(*golang.org/x/tools/go/ssa.Function) error) error",golang.org/x/tools/go/callgraph,go1.23.0,golang.org,golang.org/x/tools/go/callgraph.AddEdge,AddEdge,"func(caller *golang.org/x/tools/go/callgraph.Node, site golang.org/x/tools/go/ssa.CallInstruction, callee *golang.org/x/tools/go/callgraph.Node)"
github.com/picatz/taint/callgraphutil,go1.24.4,github.com,github.com/picatz/taint/callgraphutil.checkBlockInstruction,checkBlockInstruction,"func(root *golang.org/x/tools/go/ssa.Function, allFns map[*golang.org/x/tools/go/ssa.Function]bool, g *golang.org/x/tools/go/callgraph.Graph, fn *golang.org/x/tools/go/ssa.Function, instr golang.org/x/tools/go/ssa.Instruction, walkFn func(*golang.org/x/tools/go/ssa.Function) error) error",unknown,go1.25.0,stdlib,(golang.org/x/tools/go/ssa.Value).Type,Type,func() go/types.Type
github.com/picatz/taint/callgraphutil,go1.24.4,github.com,github.com/picatz/taint/callgraphutil.checkBlockInstruction,checkBlockInstruction,"func(root *golang.org/x/tools/go/ssa.Function, allFns map[*golang.org/x/tools/go/ssa.Function]bool, g *golang.org/x/tools/go/callgraph.Graph, fn *golang.org/x/tools/go/ssa.Function, instr golang.org/x/tools/go/ssa.Instruction, walkFn func(*golang.org/x/tools/go/ssa.Function) error) error",go/types,go1.25.0,stdlib,(*go/types.Named).Obj,Obj,func() *go/types.TypeName
github.com/picatz/taint/callgraphutil,go1.24.4,github.com,github.com/picatz/taint/callgraphutil.checkBlockInstruction,checkBlockInstruction,"func(root *golang.org/x/tools/go/ssa.Function, allFns map[*golang.org/x/tools/go/ssa.Function]bool, g *golang.org/x/tools/go/callgraph.Graph, fn *golang.org/x/tools/go/ssa.Function, instr golang.org/x/tools/go/ssa.Instruction, walkFn func(*golang.org/x/tools/go/ssa.Function) error) error",go/types,go1.25.0,stdlib,(*go/types.object).Pkg,Pkg,func() *go/types.Package
github.com/picatz/taint/callgraphutil,go1.24.4,github.com,github.com/picatz/taint/callgraphutil.checkBlockInstruction,checkBlockInstruction,"func(root *golang.org/x/tools/go/ssa.Function, allFns map[*golang.org/x/tools/go/ssa.Function]bool, g *golang.org/x/tools/go/callgraph.Graph, fn *golang.org/x/tools/go/ssa.Function, instr golang.org/x/tools/go/ssa.Instruction, walkFn func(*golang.org/x/tools/go/ssa.Function) error) error",go/types,go1.25.0,stdlib,(*go/types.Package).Path,Path,func() string
github.com/picatz/taint/callgraphutil,go1.24.4,github.com,github.com/picatz/taint/callgraphutil.checkBlockInstruction,checkBlockInstruction,"func(root *golang.org/x/tools/go/ssa.Function, allFns map[*golang.org/x/tools/go/ssa.Function]bool, g *golang.org/x/tools/go/callgraph.Graph, fn *golang.org/x/tools/go/ssa.Function, instr golang.org/x/tools/go/ssa.Instruction, walkFn func(*golang.org/x/tools/go/ssa.Function) error) error",golang.org/x/tools/go/ssa,go1.23.0,golang.org,(*golang.org/x/tools/go/ssa.Program).ImportedPackage,ImportedPackage,func(path string) *golang.org/x/tools/go/ssa.Package
github.com/picatz/taint/callgraphutil,go1.24.4,github.com,github.com/picatz/taint/callgraphutil.checkBlockInstruction,checkBlockInstruction,"func(root *golang.org/x/tools/go/ssa.Function, allFns map[*golang.org/x/tools/go/ssa.Function]bool, g *golang.org/x/tools/go/callgraph.Graph, fn *golang.org/x/tools/go/ssa.Function, instr golang.org/x/tools/go/ssa.Instruction, walkFn func(*golang.org/x/tools/go/ssa.Function) error) error",golang.org/x/tools/go/types/typeutil,go1.23.0,golang.org,(*golang.org/x/tools/go/types/typeutil.MethodSetCache).MethodSet,MethodSet,func(T go/types.Type) *go/types.MethodSet
github.com/picatz/taint/callgraphutil,go1.24.4,github.com,github.com/picatz/taint/callgraphutil.checkBlockInstruction,checkBlockInstruction,"func(root *golang.org/x/tools/go/ssa.Function, allFns map[*golang.org/x/tools/go/ssa.Function]bool, g *golang.org/x/tools/go/callgraph.Graph, fn *golang.org/x/tools/go/ssa.Function, instr golang.org/x/tools/go/ssa.Instruction, walkFn func(*golang.org/x/tools/go/ssa.Function) error) error",go/types,go1.25.0,stdlib,(*go/types.object).Name,Name,func() string
github.com/picatz/taint/callgraphutil,go1.24.4,github.com,github.com/picatz/taint/callgraphutil.checkBlockInstruction,checkBlockInstruction,"func(root *golang.org/x/tools/go/ssa.Function, allFns map[*golang.org/x/tools/go/ssa.Function]bool, g *golang.org/x/tools/go/callgraph.Graph, fn *golang.org/x/tools/go/ssa.Function, instr golang.org/x/tools/go/ssa.Instruction, walkFn func(*golang.org/x/tools/go/ssa.Function) error) error",go/types,go1.25.0,stdlib,(*go/types.MethodSet).Lookup,Lookup,"func(pkg *go/types.Package, name string) *go/types.Selection"
github.com/picatz/taint/callgraphutil,go1.24.4,github.com,github.com/picatz/taint/callgraphutil.checkBlockInstruction,checkBlockInstruction,"func(root *golang.org/x/tools/go/ssa.Function, allFns map[*golang.org/x/tools/go/ssa.Function]bool, g *golang.org/x/tools/go/callgraph.Graph, fn *golang.org/x/tools/go/ssa.Function, instr golang.org/x/tools/go/ssa.Instruction, walkFn func(*golang.org/x/tools/go/ssa.Function) error) error",go/types,go1.25.0,stdlib,(*go/types.Selection).Type,Type,func() go/types.Type
github.com/picatz/taint/callgraphutil,go1.24.4,github.com,github.com/picatz/taint/callgraphutil.checkBlockInstruction,checkBlockInstruction,"func(root *golang.org/x/tools/go/ssa.Function, allFns map[*golang.org/x/tools/go/ssa.Function]bool, g *golang.org/x/tools/go/callgraph.Graph, fn *golang.org/x/tools/go/ssa.Function, instr golang.org/x/tools/go/ssa.Instruction, walkFn func(*golang.org/x/tools/go/ssa.Function) error) error",go/types,go1.25.0,stdlib,(*go/types.object).Name,Name,func() string
github.com/picatz/taint/callgraphutil,go1.24.4,github.com,github.com/picatz/taint/callgraphutil.checkBlockInstruction,checkBlockInstruction,"func(root *golang.org/x/tools/go/ssa.Function, allFns map[*golang.org/x/tools/go/ssa.Function]bool, g *golang.org/x/tools/go/callgraph.Graph, fn *golang.org/x/tools/go/ssa.Function, instr golang.org/x/tools/go/ssa.Instruction, walkFn func(*golang.org/x/tools/go/ssa.Function) error) error",golang.org/x/tools/go/ssa,go1.23.0,golang.org,(*golang.org/x/tools/go/ssa.Package).Func,Func,func(name string) (f *golang.org/x/tools/go/ssa.Function)
